Month Name,Agency,Description,Borough,# of Incidents,Response Times
2024 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Brooklyn,603,0.33
2024 / 12,FDNY,Average response time to structural fires,Bronx,310,368.88
2024 / 12,FDNY,Average response time to non-structural fires,Bronx,112,460.70
2024 / 12,FDNY,Average response time to non-fire emergencies,Bronx,7100,781.24
2024 / 12,FDNY,Average response time to life threatening medical emergencies by fire units,Bronx,3089,689.02
2024 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Bronx,422,33.18
2024 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Bronx,422,63.03
2024 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Bronx,422,3.32
2024 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Bronx,422,0.47
2024 / 12,FDNY,Average response time to structural fires,Manhattan,237,309.12
2024 / 12,FDNY,Average response time to non-structural fires,Manhattan,203,396.44
2024 / 12,FDNY,Average response time to non-fire emergencies,Manhattan,6648,684.15
2024 / 12,FDNY,Average response time to life threatening medical emergencies by fire units,Manhattan,3012,619.66
2024 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Manhattan,440,38.64
2024 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Manhattan,440,56.59
2024 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Manhattan,440,4.55
2024 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Manhattan,440,0.23
2024 / 12,FDNY,Average response time to structural fires,Queens,241,338.78
2024 / 12,FDNY,Average response time to non-structural fires,Queens,166,431.20
2024 / 12,FDNY,Average response time to non-fire emergencies,Queens,5889,641.11
2024 / 12,FDNY,Average response time to life threatening medical emergencies by fire units,Queens,3036,542.76
2024 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Queens,407,38.57
2024 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Queens,407,56.02
2024 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Queens,407,4.18
2024 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Queens,407,1.23
2024 / 12,FDNY,Average response time to structural fires,Staten Island,41,312.02
2024 / 12,FDNY,Average response time to non-structural fires,Staten Island,29,751.62
2024 / 12,FDNY,Average response time to non-fire emergencies,Staten Island,1555,556.12
2024 / 12,FDNY,Average response time to life threatening medical emergencies by fire units,Staten Island,883,501.42
2024 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Staten Island,70,48.57
2024 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Staten Island,70,45.71
2024 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Staten Island,70,1.43
2024 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Staten Island,70,4.29
2024 / 12,FDNY,Average response time to structural fires,Unspecified,2,288.50
2024 / 12,FDNY,Average response time to non-structural fires,Unspecified,2,483.00
2024 / 12,FDNY,Average response time to non-fire emergencies,Unspecified,32,846.97
2024 / 12,FDNY,Average response time to life threatening medical emergencies by fire units,Unspecified,7,653.29
2024 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Unspecified,4,25.00
2024 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Unspecified,4,75.00
2024 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes,Unspecified,4,0.00
2024 / 12,FDNY,Percentage of response time to structural and non-structural fires by fire units more than 20 minutes,Unspecified,4,0.00
2024 / 11,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Brooklyn,12953,562.08
2024 / 11,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Bronx,10494,677.07
2024 / 11,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Manhattan,10707,624.90
2024 / 11,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Queens,9216,578.88
2024 / 11,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Staten Island,2172,519.76
2024 / 11,Aggregate,Combined average response time to life threatening medical emergencies by ambulance and fire units,Unspecified,47,705.25
2024 / 11,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Brooklyn,628,529.21
2024 / 11,EMS,Average response time to life threatening medical emergencies by ambulance units,Brooklyn,11993,610.58
2024 / 11,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Brooklyn,25796,835.48
2024 / 11,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Brooklyn,5234,48.38
2024 / 11,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Bronx,434,580.28
2024 / 11,EMS,Average response time to life threatening medical emergencies by ambulance units,Bronx,9136,709.30
2024 / 11,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Bronx,22036,1080.40
2024 / 11,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Bronx,3166,28.93
2024 / 11,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Manhattan,446,521.53
2024 / 11,EMS,Average response time to life threatening medical emergencies by ambulance units,Manhattan,9629,672.21
2024 / 11,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Manhattan,20991,1009.91
2024 / 11,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Manhattan,4460,46.12
2024 / 11,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Queens,446,522.65
2024 / 11,EMS,Average response time to life threatening medical emergencies by ambulance units,Queens,8358,626.86
2024 / 11,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Queens,18883,775.78
2024 / 11,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Queens,3105,40.00
2024 / 11,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Staten Island,121,492.34
2024 / 11,EMS,Average response time to life threatening medical emergencies by ambulance units,Staten Island,2039,582.64
2024 / 11,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Staten Island,4139,665.59
2024 / 11,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Staten Island,1064,51.13
2024 / 11,EMS,"Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units",Unspecified,2,481.50
2024 / 11,EMS,Average response time to life threatening medical emergencies by ambulance units,Unspecified,30,799.93
2024 / 11,EMS,Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined,Unspecified,126,1070.06
2024 / 11,EMS,Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances,Unspecified,10,20.00
2024 / 11,FDNY,Average response time to structural fires,Brooklyn,390,273.76
2024 / 11,FDNY,Average response time to non-structural fires,Brooklyn,325,368.18
2024 / 11,FDNY,Average response time to non-fire emergencies,Brooklyn,8281,568.26
2024 / 11,FDNY,Average response time to life threatening medical emergencies by fire units,Brooklyn,4222,521.85
2024 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units less than 5 minutes,Brooklyn,715,53.43
2024 / 11,FDNY,Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes,Brooklyn,715,44.06
